year,semester,carleton_code,uottawa_code,course_name,professor,outline_link
2015,fall,COMP 5900A,,EVOLVING INFORMATION NETWORKS ,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/590-15_0.pdf
2016,winter,COMP 1001B,,Introduction to Computational Thinking for Arts and Social Sciences,Andrew Polk,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1001Winter2016CourseOutline.pdf
2016,winter,COMP 1004,,Introduction to Computers for the Sciences,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/2016-1004%20outline.pdf
2016,winter,COMP 1005B,COMP1405B,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1005B-W16-0106-01-%28Course%20Outline%29.pdf
2016,winter,COMP 1006,,Introduction to Computer Science II,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/2016-1006.pdf
2016,winter,COMP 1406B,,Introduction to Computer Science II,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1406C-W16-0106-01-%28Course%20Outline%29%20%28Jason%29.pdf
2016,winter,COMP 1406C,,Introduction to Computer Science II,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1406C-W16-0106-01-%28Course%20Outline%29.pdf
2016,winter,COMP 1501A,,Introduction to Game Design,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-1501-2016.pdf
2016,winter,COMP 1601A,,Introduction to Mobile Application Development,Dwight Deugo,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP%201601%20Course%20Outline.pdf
2016,winter,COMP 1805B,,Discrete Structures I,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/W16-1805.pdf
2016,winter,COMP 1805C,,Discrete Structures I,Prosenjit Bose,https://service.scs.carleton.ca/sites/default/files/course_outlines/W16-1805-Bose1.pdf
2016,winter,COMP 2401B,,Introduction to Systems Programming,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_22.pdf
2016,winter,COMP 2402B,,Abstract Data Types and Algorithms,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/W16-2402-v1.pdf
2016,winter,COMP 2404B,,Introduction to Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_19.pdf
2016,winter,COMP 2406,,Fundamentals of Web Applications,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/Fundamentals%20of%20Web%20Applications_%20Winter%202016%20Course%20Outline.pdf
2016,winter,COMP 2501A,,Computer Game Design and Development,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP2501A-W16-0106-01-%28Course%20Outline%29.pdf
2016,winter,COMP 2601A,,Mobile Applications,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2601winter2016outline.html
2016,winter,COMP 2804B,,Discrete Structures II,Anil Maheshwari,
2016,winter,COMP 3000B,,Operating Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/3000-16Woutline.docx
2016,winter,COMP 3004B,,Object-Oriented Software Engineering,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/3004-w16-outline.pdf
2016,winter,COMP 3005B,,Database Management Systems,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005winter2016outline.html
2016,winter,COMP 3007,,Programming Paradigms,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/2016-3007%20outline.pdf
2016,winter,COMP 3008,,Human Computer Interaction,Sonia Chiasson,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3008_jan2016_course_outline.pdf
2016,winter,COMP 3400A,,Computational Logic and Automated Reasoning,Leopoldo Bertossi,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllCompLogic16.pdf
2016,winter,COMP 3803,,Introduction to Theory of Computation,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_21.pdf
2016,winter,COMP 4102,,Computer Vision,Dr. Gerhard Roth,https://service.scs.carleton.ca/sites/default/files/course_outlines/Outline_2016_0.pdf
2016,winter,COMP 4106,,Artificial Intelligence,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/4106Outline16.pdf
2016,winter,COMP 4108,,Computer Systems Security,Anil Somayaji,
2016,winter,COMP 4203,,Wireless Networks and Security,Michel Barbeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/CourseOutline4203_2.pdf
2016,winter,COMP 4501,,Advanced Computer Game Design and Development,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/4501.2016.Outline.docx
2016,winter,COMP 5000,DATA 5000,Introduction to Data Science,"Olga Baysal, Boyan Bejanov",https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_18.pdf
2016,winter,COMP 5008,,Computational Geometry,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_20.pdf
2016,winter,COMP 5104A,HCIN5406,Object-oriented Software Development,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/5104-%20outlineW16.pdf
2016,winter,COMP 5107,,Statistical and Syntactic Pattern Recognition,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/5107Outline16.pdf
2016,winter,COMP 5900,,Quantum Communications and Networking,Michel Barbeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/CourseOutline5900.pdf
2016,winter,COMP 5900X,,Game Design Workshop,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-5900-2016.pdf
2016,winter,COMP 5900Y,,Geometry Processing,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/GeomProcOutline%20Winter%202016_0.pdf
2016,summer,COMP 1405A,COMP 1400,Introduction to Computer Science I,Howard Scott Needham,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1405A-S16-W00-01-%5BCourse%20Outline%5D.pdf
2016,summer,COMP 1406A,1006,Introduction to Computer Science II,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/1406-s16.pdf
2016,summer,COMP 1805,,Discrete Structures I,Sander Verdonschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/Course%20Outline%201805.pdf
2016,fall,COMP 1001,,Introduction to Computational Thinking for the Arts and Social Sciences,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/1001outline.pdf
2016,fall,COMP 1005A,,Introduction to Computer Science I,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/1005-F16_0.pdf
2016,fall,COMP 1405A,,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1405A-F16-XXX-XX-%28Course%20Outline%29.pdf
2016,fall,COMP 1405B,,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1405B-F16-XXX-XX-%28Course%20Outline%29.pdf
2016,fall,COMP 1406A,1006,Introduction to Computer Science II,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/1006-F16-final.pdf
2016,fall,COMP 1805A,,Discrete Structures I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1805A-F16-XXXX-XX-%28Course%20Outline%29.pdf
2016,fall,COMP 2401A,,Introduction to Systems Programming,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline-A.pdf
2016,fall,COMP 2401B,,Introduction to Systems Programming,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline-B.pdf
2016,fall,COMP 2402F,,Data Structures,Pat Morin,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline-2402.html
2016,fall,COMP 2404A,,Introduction to Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_26.pdf
2016,fall,COMP 2406,,Fundamentals of Web Applications,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/2406outline.pdf
2016,fall,COMP 2801A,,Introduction to Robotics,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP2801-CourseOutline%28F2016%29.pdf
2016,fall,COMP 2804A,,Discrete Structures II,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_23.pdf
2016,fall,COMP 3000,,Operating Systems,Michel Barbeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/CourseOutline3000_0.pdf
2016,fall,COMP 3004A,,Object-Oriented Software Engineering,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP3004_Outline.pdf
2016,fall,COMP 3005A,,Database Management Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005outline.docx
2016,fall,COMP 3007,,Programming Paradigms,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/3007outline.pdf
2016,fall,COMP 3009,,Computer Graphics,Doron Nussbaum,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_3009_outline_2016_0.pdf
2016,fall,COMP 3203A,,Computer Networks,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/3203-16-Kranakis.pdf
2016,fall,COMP 3301A,,Technical Writing,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2016.pdf
2016,fall,COMP 3501A,,Foundations of Game Programming and Computer Graphics,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP3501_Outline_1.pdf
2016,fall,COMP 3601A,,Social Networking,Dwight Deugo,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP%203601%20--%20Social%20Networking.pdf
2016,fall,COMP 3801,COMP 3801,Algorithms for Modern Data Sets,Anil Maheshwari,
2016,fall,COMP 3804,MATH 3804,Design and Analysis of Algorithms,Prosenjit Bose,https://service.scs.carleton.ca/sites/default/files/course_outlines/F16-3804-Bose_0.pdf
2016,fall,COMP 4001A,,Distributed Computing,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/4001-16-Kranakis.pdf
2016,fall,COMP 4009,,Parallel Programming for Clusters and Multi-Core Processors,Andrew Schoenrock,https://service.scs.carleton.ca/sites/default/files/course_outlines/4009_outline.pdf
2016,fall,COMP 4009A,,Parallel Programming for Clusters and Multi-Core Processors,F. Dehne,https://service.scs.carleton.ca/sites/default/files/course_outlines/4009_0.pdf
2016,fall,COMP 4109A,,Applied Cryptography,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/F16-4109%20.pdf
2016,fall,COMP 4111,5111,COMP 4111/5111 Data Management for Business Intelligence,Leopoldo Bertossi,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllBI16.pdf
2016,fall,COMP 4202,5204A,Computational  Aspects of GIS,JR Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/outlineGIS-forwebpage.pdf
2016,fall,COMP 5206F,,Evolutionary Computation and Artificial Life,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_24.pdf
2016,fall,COMP 5306,,Data Integration,Leopoldo Bertossi,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllDI16.pdf
2016,fall,COMP 5703,,Graduate Course on Algorithms,Anil Maheshwari,
2016,fall,COMP 5704A,,Parallel Algorithms and Applications in Data Science,F.Dehne,https://service.scs.carleton.ca/sites/default/files/course_outlines/5704.pdf
2016,fall,COMP 5900H,,Image Processing and Stylization,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/5900-intro-2016.pdf
2016,fall,COMP 5900X,,Mining Software Repositories,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP5900_Outline.pdf
2017,winter,COMP 1001,,Introduction to Computational Thinking for Arts and Social Sciences,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1001%20Outline_0.pdf
2017,winter,COMP 1004A,,Introduction to Computers for the Sciences,I. Reichstein,https://service.scs.carleton.ca/sites/default/files/course_outlines/Outline%202017.docx
2017,winter,COMP 1006B,,Introduction to Computer Science II,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1006-CourseOutline%28W2017%29.pdf
2017,winter,COMP 1406C,,Introduction to Computer Science II,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1406-CourseOutline%28W2017%29.pdf
2017,winter,COMP 1501A,,Introduction to Computer Game Design,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1501A_INFO_%28Course%20Outline%29.pdf
2017,winter,COMP 1601A,,Introduction to Mobile Application Development,Dwight Deugo,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP%201601%20Course%20Outline_1.pdf
2017,winter,COMP 1805C,,Discrete Structures I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1805C_INFO_%28Course%20Outline%29.pdf
2017,winter,COMP 2401,,Introduction to Systems Programming,Doron Nussbaum,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2401_course_outline_winter_2017.pdf
2017,winter,COMP 2404B,,Introduction to Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_27.pdf
2017,winter,COMP 2406,,Fundamentals of Web Applications,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP2406%20Outline.pdf
2017,winter,COMP 2501A,,Computer Game Design and Development,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP2501A_INFO_%28Course%20Outline%29.pdf
2017,winter,COMP 2601A,,Mobile Applications,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP%202601%20--%20Mobile%20Applications_0.pdf
2017,winter,COMP 2804B,,Discrete Structures II,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_28.pdf
2017,winter,COMP 3000,,Operating Systems,Michel Barbeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/CourseOutline3000.pdf
2017,winter,COMP 3002A,,Compilers,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP3002_Description.pdf
2017,winter,COMP 3004B,,Object-Oriented Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_25.pdf
2017,winter,COMP 3005B,,Database Management Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005outline_1.docx
2017,winter,COMP 3007,,Programming Paradigms,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP3007%20Outline.pdf
2017,winter,COMP 3008A,,Human-Computer Interaction,Robert Biddle,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3008-outline-2017w.pdf
2017,winter,COMP 3400A,,Computational Logic and Automated Reasoning,Leopoldo Bertossi,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllCompLogic17.pdf
2017,winter,COMP 3804B,MATH 3804,Design and Analysis of Algorithms I,Sander Verdonschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/Course%20Outline%203804.pdf
2017,winter,COMP 4102,,Introduction to Computer Vision,Gerhard Roth,https://service.scs.carleton.ca/sites/default/files/course_outlines/Outline_2017.pdf
2017,winter,COMP 4106,,Artificial Intelligence,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/4106Outline17_0.pdf
2017,winter,COMP 4108B,,Computer Systems Security,Paul Van Oorschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/4108jan2017-outline.pdf
2017,winter,COMP 4501,,Advanced facilities for real-time games,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP4501_Outline.pdf
2017,winter,COMP 4601A,,Mobile Multimedia,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP%204601%20--%20Mobile%20Multimedia.pdf
2017,winter,COMP 4804A,,Algorithms II,Pat Morin,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4804-outline.pdf
2017,winter,COMP 5005,,Learning Systems for Random Environment,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/4106Outline17.pdf
2017,winter,COMP 5008,,Computational Geometry,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_29.pdf
2017,winter,COMP 5305W,,Advanced Database Systems ,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/5305-17Woutline_0.docx
2017,winter,COMP 5407W,,Authentication and Software Security,Paul Van Oorschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/5407jan2017_0.pdf
2017,winter,COMP 5900,, Data Representation Learning,Yuhong Guo,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabusDRL_2017.pdf
2017,winter,COMP 5900,,Quantum Communications and Networking,Michel Barbeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/CourseOutline5900_0.pdf
2017,winter,COMP 5900Y,,Geometry processing,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/GeomProcOutline%20Winter%202017.pdf
2017,summer,COMP 1405A,COMP 1005,Introduction to Computer Science I,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1005-comp1405-s17-course_outline.pdf
2017,summer,COMP 1406A,1006,Introduction to Computer Science II,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/1406-s17-final.pdf
2017,summer,COMP 4900,,Intensive Game Development Project,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4900_course_outline_2017.pdf
2017,fall,COMP 1001A,,Introduction to Computational Thinking for Arts and Social Sciences,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/Comp1001%20Outline.docx
2017,fall,COMP 1005,1405,Introduction​ ​to​ ​Computer​ ​Science​ ​I,Andrew Schoenrock,https://service.scs.carleton.ca/sites/default/files/course_outlines/course_outline_-_fall_2017_-_comp1005.pdf
2017,fall,COMP 1005A,,Introduction to Computer Science I,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/Course%20Outline%20-%20Fall%202017%20-%20COMP1005%20-%20Updated.pdf
2017,fall,COMP 1405A,,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1405A%20-%20Course%20Outline%20%28Fall%202017%29_1.pdf
2017,fall,COMP 1405B,,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1405B%20-%20Course%20Outline%20%28Fall%202017%29_0.pdf
2017,fall,COMP 1406A,1006,Introduction to Computer Science II,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/Outline%20-%20F17-updated.pdf
2017,fall,COMP 1805A,,Discrete Structures I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1805A%20-%20Course%20Outline%20%28Fall%202016%29_0.pdf
2017,fall,COMP 2401A,,Introduction to Systems Programming,Doron Nussbaum,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2401A_course_outline_fall_2017.pdf
2017,fall,COMP 2401B,,Introduction to Systems Programming,Doron Nussbaum,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2401B_course_outline_fall_2017.pdf
2017,fall,COMP 2402B,,Abstract Data Types And Algorithms,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/Comp2402%20Outline.docx
2017,fall,COMP 2404,,Introduction to Software Engineering,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2404fall2017outline_0.html
2017,fall,COMP 2406A,,Fundamentals of Web Applications,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2406fall2017outline.html
2017,fall,COMP 2801A,,Introduction to Robotics,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP2801-CourseOutline%28F2017%29.pdf
2017,fall,COMP 2804A,,Discrete Structures II,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_31.pdf
2017,fall,COMP 3000,,Operating Systems,Anil Somayaji,
2017,fall,COMP 3004A,,Object-Oriented Software Engineering,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP3004_Outline_0.pdf
2017,fall,COMP 3005A,,Database Management Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005%2017F%20Outline_0.docx
2017,fall,COMP 3007A,,Programming Paradigms,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/Comp3007%20Outline.docx
2017,fall,COMP 3203A,,Principles of Computer Networks,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/323-17_0.pdf
2017,fall,COMP 3301A,,Technical Writing,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2017.pdf
2017,fall,COMP 3501A,,Foundations of Game Programming and Computer Graphics,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP3501_Outline.pdf
2017,fall,COMP 3801,,Algorithms for Modern Data Sets,Anil Maheshwari,
2017,fall,COMP 3804A,MATH 3804,Design and Analysis of Algorithms,Prosenjit Bose,https://service.scs.carleton.ca/sites/default/files/course_outlines/F17-3804-Bose.pdf
2017,fall,COMP 4001A,,Distributed Computing,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/401-17.pdf
2017,fall,COMP 4004A,,Software Quality Engineering,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/4004-%20outlineF17.pdf
2017,fall,COMP 4107A,,Neural Networks,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP-4107_0.pdf
2017,fall,COMP 4109A,,Applied Cryptography,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/F17-4109-pre.pdf
2017,fall,COMP 4804,,Advanced Algorithms,Anil Maheshwari,
2017,fall,COMP 5008,,Computational Geometry,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_32.pdf
2017,fall,COMP 5102,COMP 4000,Distributed Operating Systems,Anil Somayaji,
2017,fall,COMP 5104A,HCIN 5406,Object-Oriented Software Development,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/5104-outlineF17.pdf
2017,fall,COMP 5206A,,Evolutionary Computation and Artificial Life,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP-5206.pdf
2017,fall,COMP 5305F,,Advanced Database Systems ,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/5305-17F%20Outline.docx
2017,fall,COMP 5704A,,Parallel Algorithms and Applications in Data Science,F. Dehne,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_30.pdf
2017,fall,COMP 5900H,,Game Design Workshop,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2017_0.pdf
2017,fall,COMP 5900X,,Mining Software Repositories,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP5900_Outline_0.pdf
2018,winter,COMP 1001B,,Introduction to Computational Thinking for the Arts and Social Sciences,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/Comp1001.pdf
2018,winter,COMP 1004A,,Introduction to Computers for the Sciences,I. Reichstein,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_1.docx
2018,winter,COMP 1006B,,Introduction to Computer Science II,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/W18-1006-Course-Outline-Corrected.pdf
2018,winter,COMP 1405B,COMP1005B,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1405B%20-%20Course%20Outline%20%28Winter%202018%29.pdf
2018,winter,COMP 1406B,,Introduction to Computer Science II,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/W18-1406-Course-Outline.pdf
2018,winter,COMP 1406C,,Introduction to Computer Science II,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1406-CourseOutline%20%28W2018%29_0.pdf
2018,winter,COMP 1501A,,Introduction to Computer Game Design,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1501A%20-%20Course%20Outline%20%28Winter%202018%29.pdf
2018,winter,COMP 1601A,,Introduction to Mobile Application Development,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/1601winter2018drupal_outline.html
2018,winter,COMP 1805B,,Discrete Structures,M. Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/W18-1805.pdf
2018,winter,COMP 1805C,,Discrete Structures I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP1805C%20-%20Course%20Outline%20%28Winter%202018%29.pdf
2018,winter,COMP 2401B,,Introduction to Systems Programming,Doron Nussbaum,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2401B_course_outline_winter_2018.pdf
2018,winter,COMP 2402B,,Abstract Data Types and Algorithms,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/Comp2402.pdf
2018,winter,COMP 2404,,Introduction to Software Engineering,Andrew Schoenrock,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2404_-_course_outline_winter_2018.pdf
2018,winter,COMP 2406B,,Fundamentals of Web Applications,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2406winter2018drupal_outline.html
2018,winter,COMP 2501A,,Computer Game Design and Development,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro.pdf
2018,winter,COMP 2601A,,Mobile Applications,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2601winter2018drupal_outline.html
2018,winter,COMP 2804B,,Discrete Structures II,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_34.pdf
2018,winter,COMP 3000,,Operating Systems,Michel Barbeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/CourseOutline3000_2.pdf
2018,winter,COMP 3002A,,Compiler Construction,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/3002.2018.outline.docx
2018,winter,COMP 3004B,,Object oriented software development,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/3004-w18-outline.pdf
2018,winter,COMP 3005B,,Database Management Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005_18w_outline.docx
2018,winter,COMP 3007A,,Programming Paradigms,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/Comp3007.pdf
2018,winter,COMP 3008A,,Human Computer Interaction,Robert Biddle,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3008-outline-2018w.pdf
2018,winter,COMP 3400A,,Computational Logic,Leopoldo Bertossi,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllcomplogic18.pdf
2018,winter,COMP 4102,,Computer Vision,Gerhard Roth,https://service.scs.carleton.ca/sites/default/files/course_outlines/CS4102_Outline_2018_0.pdf
2018,winter,COMP 4106,,Artificial Intelligence,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/4106Outline18.pdf
2018,winter,COMP 4108,,Computer Systems Security,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/computer_systems_security_winter_2018_course_outline_0.pdf
2018,winter,COMP 4203,,Wireless Networks and Security,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_35.pdf
2018,winter,COMP 4501A,,Advanced facilities for real-time games,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP4501_Outline_0.pdf
2018,winter,COMP 4601A,,Intelligent Web-based Information Systems,Tony White,https://service.scs.carleton.ca/sites/default/files/course_outlines/COMP%204601%20--%20Intelligent%20Web-based%20Information%20Systems.pdf
2018,winter,COMP 5000X,DATA5000,DATA5000: Introduction to Data Science,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/data5000_outline.pdf
