year,semester,carleton_code,uottawa_code,course_name,professor,outline_link
2020,winter,COMP 5310,,Evolving Information Networks,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/53104206-20-outline.pdf
2020,winter,HCIN 5400,CGSC 5101,CGSC 5101 – HCIN 5400,Chunyun Ma,https://service.scs.carleton.ca/sites/default/files/course_outlines/5101-5400_syllabus_2020w_v0.2.pdf
2020,winter,COMP 5900,CSI 5140 IT0,Operating Systems Security,David Barrera,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_44.pdf
2020,winter,COMP 5900,CSI 5139 IZ0,Selected Topics in Computer Science - Surgical Data Science,Matthew Holden,https://service.scs.carleton.ca/sites/default/files/course_outlines/sds-courseoutline.pdf
2020,winter,COMP 5900V,,Internet Measurements and Security,A. Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5900.pdf
2020,winter,COMP 5900X,CSI 5140 IX0,Selected Topics in Computer Science: Trusted Computing and Emerging Attacks,Lianying Zhao,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_comp5900x-winter2020.pdf
2020,summer,COMP 1405A,1005A,Introduction to Computer Science I,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/course_outline_-_summer_2020_-_comp1005_1405.pdf
2020,summer,COMP 1406A,COMP 1006A/1406A,Introduction to Computer Science II,Farah Chanchary,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp10061406a_-_course_outline_summer_2020.pdf
2020,summer,COMP 1805A,,Discrete Structures I,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805a_-_course_outline_summer_2020.pdf
2020,summer,COMP 4900,,Intensive Game Development Project,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4900_summer_2020_outline.pdf
2020,fall,COMP 1001A,,Introduction to Computational Thinking for Arts and Social Science Students,DARRYL HILL,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1001a_-_course_outline_fall_2020.pdf
2020,fall,COMP 1005A,,Introduction to Computer Science I,Nasser Mustafa,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1005_outline.pdf
2020,fall,COMP 1006A,,Introduction to Computer Science II,DARRYL HILL,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1006a_-_course_outline_fall_2020_0.pdf
2020,fall,COMP 1405A,,Introduction to Computer Science I,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/course_outline_-_fall_2020_-_comp1405.pdf
2020,fall,COMP 1405B,,Introduction to Computer Science - I,Farah Chanchary,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1405b_-_course_outline_fall_2020.pdf
2020,fall,COMP 1405C,,Introduction to Computer Science I,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_1405c_course_outline_f2020_0.pdf
2020,fall,COMP 1405D,,Introduction to Computer Science I,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_1405d_course_outline_f2020_0.pdf
2020,fall,COMP 1405Z,COMP 1406,Introduction to Computer Science I/II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1405z-comp1406z-f20-course_outline.pdf
2020,fall,COMP 1406A,,Introduction to Computer Science II,DARRYL HILL,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1406a_-_course_outline_fall_2020_0.pdf
2020,fall,COMP 1805A,,Discrete Structures I,Alina Shaikhet,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805a_-_course_outline_fall_2020.pdf
2020,fall,COMP 1805B,,Discrete Structures I,Alina Shaikhet,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805b_-_course_outline_fall_2020.pdf
2020,fall,COMP 2401A,,Introduction to Systems Programming,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2401-courseoutline_f2020.pdf
2020,fall,COMP 2401B,,Introduction to Systems Programming,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_52.pdf
2020,fall,COMP 2402A,,Abstract Data Types/Algorithms,Alexa Sharp,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2402a_syllabus.pdf
2020,fall,COMP 2402B,,Abstract Data Types/Algorithms,Pat Morin,https://service.scs.carleton.ca/sites/default/files/course_outlines/index-2402.html
2020,fall,COMP 2404B,,Introduction to Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_49.pdf
2020,fall,COMP 2406A,,Fundamentals of Web Applications,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2406a-f20-course_outline.pdf
2020,fall,COMP 2406B,,Fundamentals of Web Applications,Alina Shaikhet,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2406b-f20-course_outline.pdf
2020,fall,COMP 2804A,,Discrete Structures II,Pat Morin,https://service.scs.carleton.ca/sites/default/files/course_outlines/index_0.html
2020,fall,COMP 2804B,,Discrete Structures II,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_50.pdf
2020,fall,COMP 3000A,,Operating Systems,Lianying Zhao,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_comp3000_fall_2020_0.pdf
2020,fall,COMP 3004A,,Object-Oriented Software Engineering,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3004_outline_3.pdf
2020,fall,COMP 3004A,,Object-Oriented Software Engineering,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3004_outline_2.pdf
2020,fall,COMP 3005A,,Database Management Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005a_20f_outline_0.pdf
2020,fall,COMP 3005B,,Database Management Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005b_20f_outline.pdf
2020,fall,COMP 3007A,,Programming Paradigms,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/course_outline_comp3007_f2020.pdf
2020,fall,COMP 3008,,Human-Computer Interaction,Sonia Chiasson And Robert Biddle,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3008_sept2020_syllabus_0.pdf
2020,fall,COMP 3203A,,PRINCIPLES OF COMPUTER NETWORKS,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/3203-20-outline.pdf
2020,fall,COMP 3301A,,Technical Writing for Computer Science,Elizabeth Stobert,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3301-outline-2020_0.pdf
2020,fall,COMP 3501A,,Foundations of Game Programming and Computer Graphics,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2020_1.pdf
2020,fall,COMP 3801,,Algorithms for Modern Data Sets,Anil Maheshwari,https://service.scs.carleton.ca/sites/default/files/course_outlines/3801.html
2020,fall,COMP 3804A,MATH 3804,Design and Analysis of Algorithms,Prosenjit Bose,https://service.scs.carleton.ca/sites/default/files/course_outlines/f20-3804-bose.pdf
2020,fall,COMP 4000,,Distributed Operating Systems,David Barrera,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_51.pdf
2020,fall,COMP 4001A,,DISTRIBUTED COMPUTING,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/4001-20-outline.pdf
2020,fall,COMP 4004,,Software Quality Engineering,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outlinef20.pdf
2020,fall,COMP 4108A,,Computer Systems Security,P. C. Van Oorschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/4108sep2020.pdf
2020,fall,COMP 4109A,,Applied Cryptography,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/f20-4109-updated.pdf
2020,fall,COMP 4202A,,Computational Aspects of Geographic  Information Systems,Dr. J.-R. Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4202_1.pdf
2020,fall,COMP 4804A,,Advanced Algorithms,Prosenjit Bose,https://service.scs.carleton.ca/sites/default/files/course_outlines/f20-4804-bose.pdf
2020,fall,COMP 4900A,,Introduction Machine Learning,Majid Komeili,https://service.scs.carleton.ca/sites/default/files/course_outlines/outlines_comp4900af20.pdf
2020,fall,COMP 4900C,,"Computing, Society and Ethics",Alan Tsang,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4900c_course_outline_1.pdf
2020,fall,HCIN 5100,,Fundamentals of HCI Design and Evaluation,Elizabeth Stobert,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin5100-outline-2020.pdf
2020,fall,COMP 5104,HCIN 5406,Object-Oriented Software Development,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outlinef20_0.pdf
2020,fall,COMP 5110,CSI 5136,Computer Security & Usability,Sonia Chiasson,https://service.scs.carleton.ca/sites/default/files/course_outlines/f2020_comp5110_syllabus.pdf
2020,fall,COMP 5112,,Algorithms for Data Science,Anil Maheshwari,https://service.scs.carleton.ca/sites/default/files/course_outlines/5112.html
2020,fall,COMP 5117,,Mining Software Repositories,Olga Baysal,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5117_outline_1.pdf
2020,fall,COMP 5118,,Trends in Big Data Management,Ahmed El-Roby,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5118_20f_outline.pdf
2020,fall,HCIN 5200A,,Software and User Interface Development,Robert Biddle,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin5200-outline2020.pdf
2020,fall,COMP 5204A,,Computational Aspects of Geographic  Information Systems,Dr. J.-R. Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_5204_0.pdf
2020,fall,HCIN 5404F,,Design Research Methods,Chantal Trudel,https://service.scs.carleton.ca/sites/default/files/course_outlines/ides_5102_hcin_5404_design_research_methods_f20_-_chantal_trudel.pdf
2020,fall,HCIN 5405F,SYSC5104A, METHODOLOGIES FOR DISCRETE EVENT MODELLING AND SIMULATION,Gabriel Wainer,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin5405f-sysc5104a_outline_f2020.pdf
2020,fall,COMP 5704,,Parallel Algorithms and Applications in Data Science,Frank Dehne,https://service.scs.carleton.ca/sites/default/files/course_outlines/5704_1.pdf
2020,fall,COMP 5900F,,Selected Topics in Computer Science - Surgical Data Science,Matthew Holden,https://service.scs.carleton.ca/sites/default/files/course_outlines/sds-courseoutline_0.pdf
2020,fall,COMP 5900H,,Selected Topics in Computer Science: Internet of Things (IoT) Security,P. C. Van Oorschot,https://service.scs.carleton.ca/sites/default/files/course_outlines/5900hsept2020.pdf
2020,fall,COMP 5900I,,Selected Topics in Computer Science: Adaptive Security,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/adapsec2020-outline.pdf
2020,fall,COMP 5900X,,Internet Measurements and Security,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/5900x_outline.pdf
2021,winter,COMP 1001B,,Introduction to Computational Thinking for Arts and Social Science Students,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1001b_-_course_outline_winter_2021.pdf
2021,winter,COMP 1005B,,Introduction to Computer Science I,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/winter_2021_-_comp1005.pdf
2021,winter,COMP 1405B,,Introduction to Computer Science I,Michael Genkin,https://service.scs.carleton.ca/sites/default/files/course_outlines/1405b-course-outline-mgenkin-winter-2021.pdf
2021,winter,COMP 1406A,COMP 1406C,Introduction to Computer Science II,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/winter_2021_-_comp1406.pdf
2021,winter,COMP 1406B,COMP 1006B,Introduction to Computer Science II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/course_outline.pdf
2021,winter,COMP 1501A,,Intro to Computer Game Design,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_1501_course_outline_w2021_tentative_.pdf
2021,winter,COMP 1601A,,Introduction to Mobile Application Development,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1601a-2021w-outline_0.pdf
2021,winter,COMP 1805A,,Discrete Structures I,Alina Shaikhet,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805a-w-2021-outline.pdf
2021,winter,COMP 1805B,,Discrete Structures I,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805b-w-2021-outline.pdf
2021,winter,COMP 1805C,,Discrete Structures I,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1805c-w-2021-outline.pdf
2021,winter,COMP 2401B,,Introduction to Systems Programming,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2401-courseoutline_w2021.pdf
2021,winter,COMP 2402,,Abstract Data Types and Algorithms,Alexa Sharp,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2402_winter_2021_syllabus.pdf
2021,winter,COMP 2404A,COMP 2404C,Introduction to Software Engineering,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_56.pdf
2021,winter,COMP 2404B,,Introduction to Software Engineering,Nasser Mustafa,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2404_outline_0.pdf
2021,winter,COMP 2406A,,Fundamentals of Web Applications,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/course_outline_0.pdf
2021,winter,COMP 2501,Comp 2501,Computer Game Design and Development,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/2501.2021.description.pdf
2021,winter,COMP 2601A,,Mobile Applications,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2601winter2021course_outline_0.pdf
2021,winter,COMP 2804A,,Discrete Structure II,Dr. J.-R. Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline2804_0.pdf
2021,winter,COMP 2804B,,Discrete Structures II,Matthew Holden,https://service.scs.carleton.ca/sites/default/files/course_outlines/ds-courseoutline.pdf
2021,winter,COMP 3000B,,Operating Systems,Lianying Zhao,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_comp3000-w21_0.pdf
2021,winter,COMP 3002,,Compiler Construction,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/3002.2022.description.pdf
2021,winter,COMP 3002A,,Compilers,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/3002.2021.description.docx
2021,winter,COMP 3002A,,Compiler Construction,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/3002.2021.description.pdf
2021,winter,COMP 3004A,,Object-Oriented Software Engineering,Vojislav D Radonjic,https://service.scs.carleton.ca/sites/default/files/course_outlines/3004w21outline-voja.pdf
2021,winter,COMP 3004B,,Object-Oriented Software Engineering,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/3004outlinewinter2121.pdf
2021,winter,COMP 3005B,,Database Management Systems,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/3005winter2021course_outline_0.pdf
2021,winter,COMP 3007,,Programming Paradigms,Andrew Runka,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3007_course_outline_0.pdf
2021,winter,COMP 3008A,,Human Computer Interaction,Robert Biddle And Sonia Chiasson,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3008-outline-2021w.pdf
2021,winter,COMP 3009A,,Computer Graphics,Rosa Azami,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_comp3009_updated.pdf
2021,winter,COMP 3203A,,Principles of Computer Networks,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/3203_winter_2021.pdf
2021,winter,COMP 3803A,,Introduction to Theory of Computation,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_53.pdf
2021,winter,COMP 3804A,MATH 3804,Design and Analysis of Algorithms I,Alina Shaikhet,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus-3804-w-2021.pdf
2021,winter,COMP 3804B,MATH 3804,Design and Analysis of Algorithms I,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_54.pdf
2021,winter,COMP 4009A,,Parallel Programming for Clusters and Multi-Core Processors,Frank Dehne,https://service.scs.carleton.ca/sites/default/files/course_outlines/4009_course_outline.pdf
2021,winter,COMP 4102A,,Computer Vision ,Rosa Azami,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_comp4102_updated.pdf
2021,winter,COMP 4106B,,Artificial Intelligence,Matthew Holden,https://service.scs.carleton.ca/sites/default/files/course_outlines/ai-courseoutline.pdf
2021,winter,COMP 4107,,Neural Networks,Alan Tsang,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4107_course_outline.pdf
2021,winter,COMP 4108B,,Computer Systems Security,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/4108_winter_2021.pdf
2021,winter,COMP 4109,,Applied Cryptography,David Barrera,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_58.pdf
2021,winter,COMP 4203,,Wireless Networks and Security,Ahmad Traboulsi,https://service.scs.carleton.ca/sites/default/files/course_outlines/courseoutline4203_0.pdf
2021,winter,COMP 4206A,,Evolving Information Networks,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/4206-5310-21-outline_1.pdf
2021,winter,COMP 4501A,,Advanced Facilities for Real-Time Games,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4501a-2021w-outline_0.pdf
2021,winter,COMP 4601A,,Intelligent Web-based Information Systems,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4601a-w21-course_outline.pdf
2021,winter,DATA 5000,,Introduction to Data Science,"Komeili, Genkin, Velazquez",https://service.scs.carleton.ca/sites/default/files/course_outlines/outlines_data5000aw21.pdf
2021,winter,COMP 5005,,Learning Systems for Random Environments,Dr. John Oommen,https://service.scs.carleton.ca/sites/default/files/course_outlines/5005outline21.pdf
2021,winter,COMP 5210A,,"HCI Models, Theories, and Frameworks",Elizabeth Stobert,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp5210-outline-2021.pdf
2021,winter,HCIN 5300,ITEC 5204,Emerging Interaction Techniques,Audrey Girouard,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin_5300_itec_5204_-_course_outline_-_2021.pdf
2021,winter,COMP 5305W,,Advanced Database Systems,Mengchi Liu,https://service.scs.carleton.ca/sites/default/files/course_outlines/5305-21w_outline.pdf
2021,winter,COMP 5310A,,Evolving Information Networks,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/4206-5310-21-outline_0.pdf
2021,winter,HCIN 5400,CGSC 5101,Experimental Methods and Statistics,Chunyun Ma,https://service.scs.carleton.ca/sites/default/files/course_outlines/5101-5400_syllabus_2021w_v0.2.pdf
2021,winter,HCIN 5501W,ITEC 5208,Virtual & Augmented Reality Technology,Robert Teather,https://service.scs.carleton.ca/sites/default/files/course_outlines/itec_5208.pdf
2021,winter,COMP 5900S,SYSC5804/ ITEC5910,5G Networks,Jun Huang,https://service.scs.carleton.ca/sites/default/files/course_outlines/graduatecourseoutline5gv5.pdf
2021,winter,COMP 5900T,,Operating Systems Security,David Barrera,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_57.pdf
2021,winter,COMP 5900V,,Advanced Machine Learning,Majid Komeili,https://service.scs.carleton.ca/sites/default/files/course_outlines/outlines_comp5900v-w21.pdf
2021,winter,COMP 5900X,,Trusted Computing and Emerging Attacks,Lianying Zhao,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_comp5900x-w21_0.pdf
2021,winter,COMP 5900Z,COMP 4900A,Multiagent Systems,Alan Tsang,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_5900_course_outline_0.pdf
2021,summer,COMP 1405,1005,Introduction to Computer Science I,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/s21_-_comp1405_1005_0.pdf
2021,summer,COMP 1406A,1006,Intro to Computer Science II,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/1406_1006_outline.pdf
2021,summer,COMP 1805,MATH 1805,Discrete Structures I,Alexa Sharp,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_-_comp_1805_-_discrete_structures_0.pdf
2021,summer,COMP 2401A,,Introduction to Systems Programming,Dr. Michael Genkin,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2401a-course-outline-mgenkin.pdf
2021,summer,COMP 4900A,,Intensive Game Development Project,Connor Hillen,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4900_summer_2021_outline2.pdf
2021,fall,COMP 1001,,Introduction to Computational Thinking for Arts and Social Sciences,Sana Maqsood,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1001-course-outline.pdf
2021,fall,COMP 1005A,COMP 1005 A/B,Introduction to Computer Science I,Farah Chanchary,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1005ab_-_course_outline_fall_2021.pdf
2021,fall,COMP 1006A,,Introduction to Computer Science II,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/fall_2021_-_comp10061.pdf
2021,fall,COMP 1008A,,Math for Game Programming,Wilf Lalonde,https://service.scs.carleton.ca/sites/default/files/course_outlines/1008.2021.description.docx
2021,fall,COMP 1405A,COMP 1405B COMP 1405C,Introduction to Computer Science I,Robert Collier,https://service.scs.carleton.ca/sites/default/files/course_outlines/course_outline_for_comp1405abc.pdf
2021,fall,COMP 1405Z,COMP 1406Z,Introduction to Computer Science I/II,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp1405z-comp1406z-f21-course_outline.pdf
2021,fall,COMP 1406A,,Introduction to Computer Science II,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/fall_2021_-_comp14061.pdf
2021,fall,COMP 1805A,,Discrete Structures I,Alexa Sharp,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_-_comp_1805_-_discrete_structures_-_google_docs.pdf
2021,fall,COMP 1805B,,Discrete Structures I,Alexa Sharp,https://service.scs.carleton.ca/sites/default/files/course_outlines/syllabus_-_comp_1805_-_discrete_structures_-_google_docs_0.pdf
2021,fall,COMP 2401A,,Introduction to System Programming,Doron Nussbaum,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_2401_course_outline_fall_2021_0.pdf
2021,fall,COMP 2401B,COMP 2401C,Introduction to Systems Programming,Christine Laurendeau,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_59.pdf
2021,fall,COMP 2401D,,Introduction to Systems Programming,Sana Maqsood,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2401-course-outline.pdf
2021,fall,COMP 2402A,COMP 2402B,Abstract Data Types and Algorithms,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2402-f21-course_outline.pdf
2021,fall,COMP 2404B,,Introduction to Software Engineering,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2404b_-_course_outline_f21.pdf
2021,fall,COMP 2406A,COMP 2406B,Fundamentals of Web Applications,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2406-f21-course_outline.pdf
2021,fall,COMP 2601A,,Mobile Applications,Louis Nel,https://service.scs.carleton.ca/sites/default/files/course_outlines/2601course_outline_fall2021.pdf
2021,fall,COMP 2801A,,Introduction to Robotics,Mark Lanthier,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2801-courseoutline_f2021.pdf
2021,fall,COMP 2804A,,Discrete Structures II,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2804a_-_course_outline_f21.pdf
2021,fall,COMP 2804B,,Discrete Structures II,Darryl Hill,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp2804b_-_course_outline_f21.pdf
2021,fall,COMP 3000A,,Operating Systems,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/operating_systems_fall_2021_course_outline_-_soma-notes.pdf
2021,fall,COMP 3004A,,Object-Oriented Software Engineering,Vojislav Radonjic,https://service.scs.carleton.ca/sites/default/files/course_outlines/3004a-f21_outline.pdf
2021,fall,COMP 3005A,,Database Management Systems,Ahmed El-Roby,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3005_21f_outline_0.pdf
2021,fall,COMP 3007A,,Programming Paradigms,Douglas Howe,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline.html
2021,fall,COMP 3008,,Human Computer Interaction,Sana Maqsood,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp3008-course-outline.pdf
2021,fall,COMP 3106A,,Introduction to Artificial Intelligence,Matthew Holden,https://service.scs.carleton.ca/sites/default/files/course_outlines/ai_courseoutline_fall2021_0.pdf
2021,fall,COMP 3109A,,Applied Cryptography and Authentication,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/f21-3109_0.pdf
2021,fall,COMP 3203A,,Principles of Computer Networks,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/3203-21-outline.pdf
2021,fall,COMP 3301A,,Image Processing and Stylization,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2021_0.pdf
2021,fall,COMP 3501A,,3501,David Mould,https://service.scs.carleton.ca/sites/default/files/course_outlines/intro-2021.pdf
2021,fall,COMP 3801,,Algorithms for Modern Data Sets,Anil Maheshwari,
2021,fall,COMP 3803,,Introduction to Theory of Computation,Michiel Smid,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline_55.pdf
2021,fall,COMP 3804A,MATH 3804,Design and Analysis of Algorithms,Anil Maheshwari,
2021,fall,COMP 3804B,Math 3804,Design and Analysis of Algorithms I,Dr. J.-R. Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/outline3804_0.pdf
2021,fall,COMP 4000A,COMP 5102,Distributed Operating Systems,Anil Somayaji,https://service.scs.carleton.ca/sites/default/files/course_outlines/distributed_os_fall_2021_course_outline_-_soma-notes.pdf
2021,fall,COMP 4001A,,Distributed Computing,Evangelos Kranakis,https://service.scs.carleton.ca/sites/default/files/course_outlines/4001-21-outline.pdf
2021,fall,COMP 4004,,Software Quality Assurance,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/4004_5104_-_outlinef21.pdf
2021,fall,COMP 4105,,Machine Learning,Majid Komeili,https://service.scs.carleton.ca/sites/default/files/course_outlines/outlines_comp4105-f21.pdf
2021,fall,COMP 4108A,31268,Computer Systems Security,AbdelRahman Abdou,https://service.scs.carleton.ca/sites/default/files/course_outlines/4108a_f2021.pdf
2021,fall,COMP 4109A,3109,Applied Cryptography and Authentication,Jason Hinek,https://service.scs.carleton.ca/sites/default/files/course_outlines/f21-3109.pdf
2021,fall,COMP 4202A,,Computational Aspects of Geographic Information Systems,Dr. J.-R. Sack,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4202.pdf
2021,fall,COMP 4601A,,Intelligent Web-based Information Systems,Dave McKenney,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp4601a-f21-course_outline.pdf
2021,fall,COMP 4804A,MATH 4804,Design and Analysis of Algorithms II,Prosenjit Bose,https://service.scs.carleton.ca/sites/default/files/course_outlines/f21-4804-bose.pdf
2021,fall,COMP 4900C,,"Computing, Society and Ethics",Alan Tsang,https://service.scs.carleton.ca/sites/default/files/course_outlines/comp_4900_course_outline_0.pdf
2021,fall,HCIN 5100,,Fundamentals of HCI Design and Evaluation,Sonia Chiasson,https://service.scs.carleton.ca/sites/default/files/course_outlines/hcin5100_syllabus.pdf
2021,fall,COMP 5104,,OO Software Development,Jean-Pierre Corriveau,https://service.scs.carleton.ca/sites/default/files/course_outlines/4004_5104_-_outlinef21_0.pdf
2021,fall,COMP 5115F,,Geometry processing,Oliver Van Kaick,https://service.scs.carleton.ca/sites/default/files/course_outlines/geomproc_fall2021_outline.pdf
